Name,Gender,Sport,Event,Year,City,Gold,Silver,Bronze
Anup Sridhar,M,Badminton,Men's singles,2008,Beijing,,,
Saina Nehwal,W,Badminton,Women's singles,2008,Beijing,,,
Surendra Singh,M,Athletics,Men’s 10000M,2008,Beijing,,,
Vikas Gowda,M,Athletics,Men’s Discus throw,2008,Beijing,,,
Renjith Maheswary,M,Athletics,Men’s Triple jump,2008,Beijing,,,
Mandeep Kaur,W,Athletics,Women’s 400M,2008,Beijing,,,
Preeja Sreedharan,W,Athletics,Women’s 10000M,2008,Beijing,,,
Sathi Geetha,W,Athletics,Women’s 4 × 400M Relay,2008,Beijing,,,
Mandeep Kaur,W,Athletics,Women’s 4 × 400M Relay,2008,Beijing,,,
Manjeet Kaur,W,Athletics,Women’s 4 × 400M Relay,2008,Beijing,,,
Sini Jose,W,Athletics,Women’s 4 × 400M Relay,2008,Beijing,,,
Chitra Soman,W,Athletics,Women’s 4 × 400M Relay,2008,Beijing,,,
Anju Bobby George,W,Athletics,Women’s Long jump,2008,Beijing,,,
Harwant Kaur,W,Athletics,Women’s Discus throw,2008,Beijing,,,
Krishna Poonia,W,Athletics,Women’s Discus throw,2008,Beijing,,,
Pramila Ganapathy,W,Athletics,Women’s Heptathlon,2008,Beijing,,,
J.J. Shobha,W,Athletics,Women’s Heptathlon,2008,Beijing,,,
Sishmita Singh Roy,W,Athletics,Women’s Heptathlon,2008,Beijing,,,
Mangal Champia,M,Archery,Men's individual,2008,Beijing,,,
Dola Banerjee,W,Archery,Women's individual,2008,Beijing,,,
Bombayala Devi,W,Archery,Women's individual,2008,Beijing,,,
Pranitha Vardhineni,W,Archery,Women's individual,2008,Beijing,,,
Sushil Kumar,M,Wrestling,"Men's Lightweight, Freestyle",2012,London,,1,
Yogeshwar Dutt,M,Wrestling,Mens's Freestyle,2012,London,,,1
Geeta Phogat,W,Wrestling,"Women's Lightweight, Freestyle",2012,London,,,
Narsingh Pancham Yadav,M,Wrestling,"Men's Middleweight, Freestyle",2012,London,,,
Amit Kumar,M,Wrestling,"Men's Featherweight, Freestyle",2012,London,,,
Sania Mirza,W,Tennis,"Women's Doubles,Mixed Doubles",2012,London,,,
Rushmi Chakravarthi,W,Tennis,Women's Doubles,2012,London,,,
Leander Paes,M,Tennis,"Men's Doubles,Mixed Doubles",2012,London,,,
Rohan Bopanna,M,Tennis,Men's Doubles,2012,London,,,
Mahesh Bhupathi,M,Tennis,Men's Doubles,2012,London,,,
Vishnu Vardhan,M,Tennis,"Men's Singles,Men's Doubles",2012,London,,,
Somdev Devvarman,M,Tennis,Men's Singles,2012,London,,,
Vijay Kumar,M,Shooting,Men's 25m,2012,London,,1,
Gagan Narang,W,Shooting,Men's 10m,2012,London,,,1
Abhinav Bindra,M,Shooting,"Men's Air Rifle, 10M",2012,London,,,
Annu Raj Singh,W,Shooting,"Women's Air Pistol, 10M,Women's Sporting Pistol, 25M",2012,London,,,
Heena Sidhu,W,Shooting,"Women's Air Pistol, 10M",2012,London,,,
Rahi Sarnobat,W,Shooting,"Women's Sporting Pistol, 25M",2012,London,,,
Shagun Chowdhary,W,Shooting,Women's Trap,2012,London,,,
Ronjan Sodhi,M,Shooting,Men's Double Trap,2012,London,,,
Manavjit Singh Sandhu,M,Shooting,Men's Trap,2012,London,,,
Sanjeev Rajput,M,Shooting,"Men's Small-Bore Rifle, Three Positions, 50M",2012,London,,,
Joydeep Karmakar,M,Shooting,"Men's Small-Bore Rifle, Prone, 50M",2012,London,,,
Ignace Tirkey,M,Hockey,Men’s Hockey,2012,London,,,
Sandeep Singh,M,Hockey,Men’s Hockey,2012,London,,,
Bharat Chettri,M,Hockey,Men’s Hockey,2012,London,,,
Manpreet Singh,M,Hockey,Men’s Hockey,2012,London,,,
Sardara Singh,M,Hockey,Men’s Hockey,2012,London,,,
Dharamvir Singh,M,Hockey,Men’s Hockey,2012,London,,,
V. R. Raghunath,M,Hockey,Men’s Hockey,2012,London,,,
Gurbaj Singh,M,Hockey,Men’s Hockey,2012,London,,,
Tushar Khandker,M,Hockey,Men’s Hockey,2012,London,,,
S. K. Uthappa,M,Hockey,Men’s Hockey,2012,London,,,
P. R. Shreejesh,M,Hockey,Men’s Hockey,2012,London,,,
Danish Mujtaba,M,Hockey,Men’s Hockey,2012,London,,,
Shivendra Singh,M,Hockey,Men’s Hockey,2012,London,,,
Gurwinder Singh Chandi,M,Hockey,Men’s Hockey,2012,London,,,
Sowmarpet Sunil,M,Hockey,Men’s Hockey,2012,London,,,
Birendra Lakra,M,Hockey,Men’s Hockey,2012,London,,,
Sarvanjit Singh,M,Hockey,Men’s Hockey,2012,London,,,
Kothajit Singh,M,Hockey,Men’s Hockey,2012,London,,,
Mary Kom,M,Boxing,Women's Featherweight,2012,London,,,1
Sumit Sangwan,M,Boxing,Men's Light-Heavyweight,2012,London,,,
Vikas Krishan Yadav,M,Boxing,Men's Welterweight,2012,London,,,
Manoj Kumar,M,Boxing,Men's Light-Welterweight,2012,London,,,
Jai Bhagwan,M,Boxing,Men's Lightweight,2012,London,,,
Shiva Thapa,M,Boxing,Men's Bantamweight,2012,London,,,
Devendro Singh,M,Boxing,Men's Light-Flyweight,2012,London,,,
Vijender Singh,M,Boxing,Middleweight,2012,London,,,
Saina Nehwal,W,Badminton,Women's singles,2012,London,,,1
Parupalli Kashyap,M,Badminton,Men's Singles,2012,London,,,
Jwala Gutta,M,Badminton,"Mixed Doubles,Women's Doubles",2012,London,,,
Ashwini Ponnappa,W,Badminton,Women's Doubles,2012,London,,,
Valiyaveetil Diju,W,Badminton,Mixed Doubles,2012,London,,,
Basanta Bahadur Rana,M,Athletics,Men's 50KM Walk,2012,London,,,
Baljinder Singh,M,Athletics,Men's 20KM Walk,2012,London,,,
Gurmeet Singh,M,Athletics,Men's 20KM Walk,2012,London,,,
Irfan Kolothum Thodi,M,Athletics,Men's 20KM Walk,2012,London,,,
Ram Singh Yadav,M,Athletics,Men's Marathon,2012,London,,,
Vikas Gowda,M,Athletics,Men's Discus Throw,2012,London,,,
Om Prakash Karhana,M,Athletics,Men's Shot Put,2012,London,,,
Renjith Maheshwary,M,Athletics,Men's Triple Jump,2012,London,,,
Tintu Luka,W,Athletics,Women's 800M,2012,London,,,
Sudha Singh,W,Athletics,"Women's 3,000M Steeplechase",2012,London,,,
Mayookha Johny,W,Athletics,Women's Triple Jump,2012,London,,,
Sahana Kumari,W,Athletics,Women's High Jump,2012,London,,,
Seema Antil,W,Athletics,Women's Discus Throw,2012,London,,,
Krishna Poonia,W,Athletics,Women's Discus Throw,2012,London,,,
Ravi Kumar Katulu,M,Weightlifting,Men's Lightweight,2012,London,,,
Soniya Chanu Ngangbam,W,Weightlifting,Women's Flyweight,2012,London,,,
Soumyajit Ghosh,M,Table tennis,Men's Singles,2012,London,,,
Ankita Das,W,Table tennis,Women's Singles,2012,London,,,
Ullalmath Gagan,M,Swimming,"Men's 1,500M Freestyle",2012,London,,,
Abhinav Bindra,M,Rowing,Men's Lightweight Double Sculls,2012,London,,,
Annu Raj Singh,M,Rowing,Men's Lightweight Double Sculls,2012,London,,,
Heena Sidhu,M,Rowing,Men's Single Sculls,2012,London,,,
Garima Chaudhary,W,Judo,Women's Half-Middleweight,2012,London,,,
Jayanta Talukdar,M,Archery,"Men's Individual,Men’s Team",2012,London,,,
Rahul Banerjee,M,Archery,"Men's Individual,Men’s Team",2012,London,,,
Tarundeep Rai,M,Archery,"Men's Individual,Men’s Team",2012,London,,,
Laishram Bombayla Devi,W,Archery,"Women's Individual,Women’s Team",2012,London,,,
Deepika Kumari,W,Archery,"Women's Individual,Women’s Team",2012,London,,,
Chekrovolu Swuro,W,Archery,"Women's Individual,Women’s Team",2012,London,,,
Sakshi Malik,W,Wrestling,58kg,2016,Rio,,,1
Sandeep Tomar,M,Wrestling,"Men's Featherweight, Freestyle",2016,Rio,,,
Yogeshwar Dutt,M,Wrestling,"Men's Welterweight, Freestyle",2016,Rio,,,
Ravinder Khatri,M,Wrestling,"Men's Light-Heavyweight, Greco-Roman",2016,Rio,,,
Hardeep Singh,M,Wrestling,"Men's Heavyweight, Greco-Roman",2016,Rio,,,
Vinesh Phogat,W,Wrestling,"Women's Flyweight, Freestyle",2016,Rio,,,
Babita Kumari,W,Wrestling,"Women's Featherweight, Freestyle",2016,Rio,,,
Sathish Sivalingam,M,Weightlifting,Men's Middleweight,2016,Rio,,,
Saikhom Mirabai Chanu,W,Weightlifting,Women's Flyweight,2016,Rio,,,
 Leander Paes,M,Tennis,Men's doubles,2016,Rio,,,
Sania Mirza ,W,Tennis,Women's doubles,2016,Rio,,,
 Rohan Bopanna,M,Tennis,Mixed doubles,2016,Rio,,,
Prarthana Thombare,W,Tennis,Women's doubles,2016,Rio,,,
Sharath Kamal Achanta,M,Table tennis,Men's singles,2016,Rio,,,
Soumyajit Ghosh,M,Table tennis,Men's singles,2016,Rio,,,
Manika Batra,W,Table tennis,Women's singles,2016,Rio,,,
Mouma Das,W,Table tennis,Women's singles,2016,Rio,,,
Sajan Prakash,M,Swimming,Men's 200M Butterfly,2016,Rio,,,
Shivani Kataria,W,Swimming,Women's 200M Freestyle,2016,Rio,,,
Abhinav Bindra,M,Shooting,"Men's Air Rifle, 10M",2016,Rio,,,
Kynan Chenai,M,Shooting,Men's Trap,2016,Rio,,,
Mairaj Ahmad Khan,M,Shooting,Men’s Skeet,2016,Rio,,,
Prakash Nanjappa,M,Shooting,"Men's Free Pistol, 50M",2016,Rio,,,
Gagan Narang,M,Shooting,"Men's Air Rifle, 10M,Men's Small-Bore Rifle, Prone, 50M,Men's Small-Bore Rifle, Three Positions, 50M",2016,Rio,,,
Jitu Rai,M,Shooting,"Men's Air Pistol, 10M,Men's Free Pistol, 50M",2016,Rio,,,
Chain Singh,M,Shooting,"Men's Small-Bore Rifle, Prone, 50M,Men's Small-Bore Rifle, Three Positions, 50M",2016,Rio,,,
Gurpreet Singh,M,Shooting,"Men's Air Pistol, 10M,Men's Rapid-Fire Pistol, 25M",2016,Rio,,,
Manavjit Singh Sandhu,M,Shooting,Men's Trap,2016,Rio,,,
Apurvi Chandela,W,Shooting,"Women's Air Rifle, 10M",2016,Rio,,,
Ayonika Paul,W,Shooting,"Women's Air Rifle, 10M",2016,Rio,,,
Heena Sidhu,W,Shooting,"Women's Air Pistol, 10M,Women's Sporting Pistol, 25M",2016,Rio,,,
Dattu Baban Bhokanal,M,Rowing,Men's Single Sculls,2016,Rio,,,
Avtar Singh,M,Judo,Men's Middleweight,2016,Rio,,,
Harmanpreet Singh,M,Hockey,Men’s Hockey,2016,Rio,,,
Rupinder Pal Singh,M,Hockey,Men’s Hockey,2016,Rio,,,
Kothajit Singh,M,Hockey,Men’s Hockey,2016,Rio,,,
Surender Kumar,M,Hockey,Men’s Hockey,2016,Rio,,,
Manpreet Singh,M,Hockey,Men’s Hockey,2016,Rio,,,
Sardara Singh,M,Hockey,Men’s Hockey,2016,Rio,,,
V. R. Raghunath,M,Hockey,Men’s Hockey,2016,Rio,,,
S. K. Uthappa,M,Hockey,Men’s Hockey,2016,Rio,,,
P. R. Shreejesh,M,Hockey,Men’s Hockey,2016,Rio,,,
Danish Mujtaba,M,Hockey,Men’s Hockey,2016,Rio,,,
Devinder Walmiki,M,Hockey,Men’s Hockey,2016,Rio,,,
S. V. Sunil,M,Hockey,Men’s Hockey,2016,Rio,,,
Akashdeep Singh,M,Hockey,Men’s Hockey,2016,Rio,,,
Chinglensana Singh,M,Hockey,Men’s Hockey,2016,Rio,,,
Ramandeep Singh,M,Hockey,Men’s Hockey,2016,Rio,,,
Nikkin Thimmaiah,M,Hockey,Men’s Hockey,2016,Rio,,,
Vikas Dahiya,M,Hockey,Men’s Hockey,2016,Rio,,,
Pardeep Mor,M,Hockey,Men’s Hockey,2016,Rio,,,
Navjot Kaur,W,Hockey,Women’s Hockey,2016,Rio,,,
Deep Grace Ekka,W,Hockey,Women’s Hockey,2016,Rio,,,
Monika Malik,W,Hockey,Women’s Hockey,2016,Rio,,,
Nikki Pradhan,W,Hockey,Women’s Hockey,2016,Rio,,,
Anuradha Devi,W,Hockey,Women’s Hockey,2016,Rio,,,
Savita Punia,W,Hockey,Women’s Hockey,2016,Rio,,,
Poonam Rani,W,Hockey,Women’s Hockey,2016,Rio,,,
Vandana Kataria,W,Hockey,Women’s Hockey,2016,Rio,,,
Deepika Thakur,W,Hockey,Women’s Hockey,2016,Rio,,,
Namita Toppo,W,Hockey,Women’s Hockey,2016,Rio,,,
Renuka Yadav,W,Hockey,Women’s Hockey,2016,Rio,,,
Sunita Lakra,W,Hockey,Women’s Hockey,2016,Rio,,,
Sushila Chanu,W,Hockey,Women’s Hockey,2016,Rio,,,
Rani Rampal,W,Hockey,Women’s Hockey,2016,Rio,,,
Preeti Dubey,W,Hockey,Women’s Hockey,2016,Rio,,,
Lilima Minz,W,Hockey,Women’s Hockey,2016,Rio,,,
Rajani Etimarpu,W,Hockey,Women’s Hockey,2016,Rio,,,
Dipa Karmakar,W,Gymnastics,"Women's Individual All-Around,Women's Floor Exercise,Women's Horse Vault,Women's Uneven Bars,Women's Balance Beam",2016,Rio,,,
Shiv Chawrasia,M,Golf,Men's Individual,2016,Rio,,,
Anirban Lahiri,M,Golf,Men's Individual,2016,Rio,,,
Aditi Ashok,W,Golf,Women's Individual,2016,Rio,,,
Shiva Thapa,M,Boxing,Men's Bantamweight,2016,Rio,,,
Manoj Kumar,M,Boxing,Men's Light Welterweight,2016,Rio,,,
Vikas Krishan Yadav,M,Boxing,Men's Middleweight,2016,Rio,,,
P Sindhu,W,Badminton,Women's Singles,2016,Rio,,1,
Srikanth Kidambi,M,Badminton,Men’s Singles,2016,Rio,,,
Manu Attri ,M,Badminton,Men’s Doubles,2016,Rio,,,
Saina Nehwal,W,Badminton,Women’s Singles,2016,Rio,,,
Jwala Gutta ,W,Badminton,Women’s Doubles,2016,Rio,,,
Ashwini Ponnappa,W,Badminton,Women’s Doubles,2016,Rio,,,
B. Sumeeth Reddy,M,Badminton,Men’s Doubles,2016,Rio,,,
Muhammad Anas,M,Athletics,Men’s 400M,2016,Rio,,,
Jinson Johnson,M,Athletics,Men’s 800M,2016,Rio,,,
Thonakal Gopi,M,Athletics,Men’s Marathon,2016,Rio,,,
Kheta Ram,M,Athletics,Men’s Marathon,2016,Rio,,,
Nitendra Singh Rawat,M,Athletics,Men’s Marathon,2016,Rio,,,
Ganapathi Krishnan,M,Athletics,Men's 20KM Walk,2016,Rio,,,
Manish Singh,M,Athletics,Men's 20KM Walk,2016,Rio,,,
Gurmeet Singh,M,Athletics,Men's 20KM Walk,2016,Rio,,,
Sandeep Kumar,M,Athletics,Men’s 50KM Walk,2016,Rio,,,
Ankit Sharma,M,Athletics,Long jump,2016,Rio,,,
Renjith Maheshwary,M,Athletics,Men’s Triple jump,2016,Rio,,,
Vikas Gowda,M,Athletics,Men’s Discus throw,2016,Rio,,,
Dutee Chand,W,Athletics,Women’s 100M,2016,Rio,,,
Srabani Nanda,W,Athletics,Women’s 200M,2016,Rio,,,
Nirmala Sheoran,W,Athletics,Women’s 400M,2016,Rio,,,
Tintu Lukka,W,Athletics,Women’s 800M,2016,Rio,,,
Lalita Babar,W,Athletics,Women’s 3000M Steeplechase,2016,Rio,,,
Sudha Singh,W,Athletics,Women’s 3000M Steeplechase,2016,Rio,,,
O. P. Jaisha,W,Athletics,Women's Marathon,2016,Rio,,,
Kavita Raut,W,Athletics,Women's Marathon,2016,Rio,,,
Khushbir Kaur,W,Athletics,Women’s 20KM Walk,2016,Rio,,,
Sapna Punia,W,Athletics,Women’s 20KM Walk,2016,Rio,,,
Manpreet Kaur,W,Athletics,Women’s Shot Put,2016,Rio,,,
Seema Antil,W,Athletics,Women’s Discus Throw,2016,Rio,,,
Ashwini Akkunji,W,Athletics,Women’s 4 × 400M Relay,2016,Rio,,,
Tintu Lukka,W,Athletics,Women’s 4 × 400M Relay,2016,Rio,,,
Jisna Mathew,W,Athletics,Women’s 4 × 400M Relay,2016,Rio,,,
Debashree Mazumdar,W,Athletics,Women’s 4 × 400M Relay,2016,Rio,,,
M. R. Poovamma ,W,Athletics,Women’s 4 × 400M Relay,2016,Rio,,,
Nirmala Sheoran,W,Athletics,Women’s 4 × 400M Relay,2016,Rio,,,
Anilda Thomas,W,Athletics,Women’s 4 × 400M Relay,2016,Rio,,,
Atanu Das,M,Archery,Men's Individual,2016,Rio,,,
Bombayla Devi,W,Archery,Women's Individual,2016,Rio,,,
Deepika Kumari,W,Archery,Women's Individual,2016,Rio,,,
Laxmirani Majhi,W,Archery,Women's Individual,2016,Rio,,,
Ravi Dahiya,M,Wrestling,57kg Freestyle,2020,Tokyo,,1,
Bajrang Punia,M,Wrestling,65kg Freestyle,2020,Tokyo,,,1
Deepak Punia,M,Wrestling,86kg Freestyle,2020,Tokyo,,,
Vinesh Phogat,W,Wrestling,53kg Freestyle,2020,Tokyo,,,
Anshu Malik,W,Wrestling,57kg Freestyle,2020,Tokyo,,,
Sonam Malik,W,Wrestling,62kg Freestyle,2020,Tokyo,,,
Seema Bisla,W,Wrestling,50kg Freestyle,2020,Tokyo,,,
Saikhom Mirabai Chanu,F,Weightlifting,Women's 48kg,2020,Tokyo,,,
Saikhom Mirabai Chanu,W,Weightlifting,Women’s Hockey,2020,Tokyo,,1,
Sania Mirza,F,Tennis,Women's Doubles,2020,Tokyo,,,
Ankita Raina,F,Tennis,Women's Doubles,2020,Tokyo,,,
Sumit Nagal,M,Tennis,Men's Singles,2020,Tokyo,,,
Achanta Sharath Kamal,M,Table Tennis,"Men's Singles, Mixed Doubles",2020,Tokyo,,,
Sathiyan Gnanasekaran,M,Table Tennis,Men's Singles,2020,Tokyo,,,
Manika Batra,F,Table Tennis,"Women's Singles, Mixed Doubles",2020,Tokyo,,,
Sutirtha Mukherjee,F,Table Tennis,Women's Singles,2020,Tokyo,,,
Sajan Prakash,M,Swimming,200m Butterfly,2020,Tokyo,,,
Srihari Nataraj,M,Swimming,100m Backstroke,2020,Tokyo,,,
Maana Patel,F,Swimming,100m Backstroke,2020,Tokyo,,,
Anjum Moudgil,F,Shooting,50m Rifle 3-position,2020,Tokyo,,,
Tejaswini Sawant,F,Shooting,50m Rifle 3-position,2020,Tokyo,,,
Apurvi Chandela,F,Shooting,10m Air Rifle,2020,Tokyo,,,
Elavenil Valarivan,F,Shooting,10m Air Rifle,2020,Tokyo,,,
Manu Bhaker,F,Shooting,"10m Air Pistol, 25m Pistol",2020,Tokyo,,,
Yashaswini Deswal,F,Shooting,10m Air Pistol,2020,Tokyo,,,
Rahi Sarnobat,F,Shooting,25m Pistol,2020,Tokyo,,,
Divyansh Panwar,M,Shooting,10m Air Rifle,2020,Tokyo,,,
Sanjeev Rajput,M,Shooting,50m Rifle 3-position,2020,Tokyo,,,
Aishwary Pratap Singh Tomar,M,Shooting,50m Rifle 3-position,2020,Tokyo,,,
Saurabh Chaudhary,M,Shooting,10m Air Pistol,2020,Tokyo,,,
Abhishek Verma,M,Shooting,10m Air Pistol,2020,Tokyo,,,
Deepak Kumar,M,Shooting,10m Air Rifle,2020,Tokyo,,,
Angad Veer Singh Bajwa,M,Shooting,Men's Skeet,2020,Tokyo,,,
Mairaj Ahmad Khan,M,Shooting,Men's Skeet,2020,Tokyo,,,
Nethra Kumanan,F,Sailing,Women's Laser Radial,2020,Tokyo,,,
Vishnu Saravanan,M,Sailing,Men's Laser Standard,2020,Tokyo,,,
KC Ganapathy,M,Sailing,Men's Skiff 49er,2020,Tokyo,,,
Varun Thakkar,M,Sailing,Men's Skiff 49er,2020,Tokyo,,,
Arjun Lal Jat,M,Rowing,Lightweight Double Sculls,2020,Tokyo,,,
Arvind Singh,M,Rowing,Lightweight Double Sculls,2020,Tokyo,,,
Sushila Devi,W,Judo,Women's Individual,2020,Tokyo,,,
Sreejesh Parattu Raveendran,M,Hockey,Men's Team,2020,Tokyo,,,
Harmanpreet Singh,M,Hockey,Men's Team,2020,Tokyo,,,1
Jarmanpreet Singh,M,Hockey,Men's Team,2020,Tokyo,,,
Hardik Singh,M,Hockey,Men's Team,2020,Tokyo,,,
Vivek Sagar Prasad,M,Hockey,Men's Team,2020,Tokyo,,,
Mandeep Singh,M,Hockey,Men's Team,2020,Tokyo,,,
Shamsher Singh,M,Hockey,Men's Team,2020,Tokyo,,,
Abhishek,M,Hockey,Men's Team,2020,Tokyo,,,
Lalit Kumar Upadhyay,M,Hockey,Men's Team,2020,Tokyo,,,
Raj Kumar Pal,M,Hockey,Men's Team,2020,Tokyo,,,
Sukhjeet Singh,M,Hockey,Men's Team,2020,Tokyo,,,
Amit Rohidas,M,Hockey,Men's Team,2020,Tokyo,,,
Gurjant Singh,M,Hockey,Men's Team,2020,Tokyo,,,
Manpreet Singh,M,Hockey,Men's Team,2020,Tokyo,,,
Nilakanta Sharma,M,Hockey,Men's Team ,2020,Tokyo,,,
Krishan Bahadur Pathak,M,Hockey,Men's Team ,2020,Tokyo,,,
Jugraj Singh,M,Hockey,Men's Team ,2020,Tokyo,,,
Vandana Katariya,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Udita Duhan,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Sushila Chanu,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Sharmila Devi,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Savita Punia,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Salima Tete,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Rani Rampal,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Nisha Warsi,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Nikki Pradhan,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Neha Goyal,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Navneet Kaur,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Navjot Kaur,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Monika Malik,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Lalremsiami,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Gurjit Kaur,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Deep Grace Ekka,W,Hockey,Women’s Hockey,2020,Tokyo,,,
Pranati Nayak,W,Gymnastics,Women's Artistic,2020,Tokyo,,,
Anirban Lahiri,M,Golf,Men's Individual,2020,Tokyo,,,
Aditi Ashok,W,Golf,Women's Individual,2020,Tokyo,,,
Udayan Mane,M,Golf,Men's Individual,2020,Tokyo,,,
Bhavani Devi,W,Fencing,Women's Sabre,2020,Tokyo,,,
Fouaad Mirza,M,Equestrian,Individual Eventing,2020,Tokyo,,,
Satish Kumar,M,Boxing,91+kg,2020,Tokyo,,,
Ashish Kumar,M,Boxing,75kg,2020,Tokyo,,,
Lovlina Borgohain,W,Boxing,69kg,2020,Tokyo,,,1
Vikas Krishan,M,Boxing,69kg,2020,Tokyo,,,
Pooja Rani,W,Boxing,75kg,2020,Tokyo,,,
Amit Panghal,M,Boxing,52kg,2020,Tokyo,,,
Mary Kom,W,Boxing,51kg,2020,Tokyo,,,
Simranjit Kaur,W,Boxing,60kg,2020,Tokyo,,,
Manish Kaushik,M,Boxing,63kg,2020,Tokyo,,,
PV Sindhu,W,Badminton,Women's Singles,2020,Tokyo,,,1
B Sai Praneeth,M,Badminton,Men's Singles,2020,Tokyo,,,
Satwiksairaj Rankireddy,M,Badminton,Men's Doubles,2020,Tokyo,,,
Chirag Shetty,M,Badminton,Men's Doubles,2020,Tokyo,,,
Neeraj Chopra,M,Athletics,Javelin Throw,2020,Tokyo,1,,
Shivpal Singh,M,Athletics,Javelin Throw,2020,Tokyo,,,
Bhawna Jat,W,Athletics,20km Race Walk,2020,Tokyo,,,
KT Irfan Thodi,M,Athletics,20km Race Walk,2020,Tokyo,,,
Gurpreet Singh,M,Athletics,50km Race Walk,2020,Tokyo,,,
Avinash Sable,M,Athletics,3000m Steeplechase,2020,Tokyo,,,
Sandeep Kumar,M,Athletics,20km Race Walk,2020,Tokyo,,,
Priyanka Goswami,W,Athletics,20km Race Walk,2020,Tokyo,,,
Rahul Rohilla,M,Athletics,20km Race Walk,2020,Tokyo,,,
M Sreeshankar,M,Athletics,Long Jump,2020,Tokyo,,,
Kamalpreet Kaur,W,Athletics,Discus Throw,2020,Tokyo,,,
Tajinderpal Singh Toor,M,Athletics,Shot Put,2020,Tokyo,,,
Seema Punia,W,Athletics,Discus Throw,2020,Tokyo,,,
Dutee Chand,W,Athletics,"100m, 200m",2020,Tokyo,,,
MP Jabir,M,Athletics,400m Hurdles,2020,Tokyo,,,
Annu Rani,W,Athletics,Javelin Throw,2020,Tokyo,,,
Amol Jacob,M,Athletics,4x400m Relay,2020,Tokyo,,,
Rajiv Arokia,M,Athletics,4x400m Relay,2020,Tokyo,,,
Muhammaed Anas,M,Athletics,4x400m Relay,2020,Tokyo,,,
Naganathan Pandi,M,Athletics,4x400m Relay,2020,Tokyo,,,
Noah Nirmal Tom,M,Athletics,4x400m Relay,2020,Tokyo,,,
Sarthak Bhambri,M,Athletics,Mixed 4x400m Relay,2020,Tokyo,,,
Alex Antony,M,Athletics,Mixed 4x400m Relay,2020,Tokyo,,,
Revathi Veeramani,W,Athletics,Mixed 4x400m Relay,2020,Tokyo,,,
Subha Venkatesan,W,Athletics,Mixed 4x400m Relay,2020,Tokyo,,,
Dhanlakshmi Sekhar,W,Athletics,Mixed 4x400m Relay,2020,Tokyo,,,
Tarundeep Rai,M,Archery,Men's Recurve Individual & Team,2020,Tokyo,,,
Atanu Das,M,Archery,Men's Recurve Individual & Team,2020,Tokyo,,,
Pravin Jadhav,M,Archery,Men's Recurve Individual & Team,2020,Tokyo,,,
Deepika Kumari,W,Archery,Women's Recurve Individual,2020,Tokyo,,,
Aman,M,Wrestling,57kg,2024,Paris,,,1
Vinesh Phogat,W,Wrestling,50kg,2024,Paris,,,
Antim Panghal,W,Wrestling,53kg,2024,Paris,,,
Anshu,W,Wrestling,57kg,2024,Paris,,,
Nisha,W,Wrestling,68kg,2024,Paris,,,
Reetika,W,Wrestling,76kg,2024,Paris,,,
Saikhom Mirabai Chanu,W,Weightlifting,49kg,2024,Paris,,,
Rohan Bopanna,M,Tennis,Doubles,2024,Paris,,,
Sumit Nagal,M,Tennis,Singles,2024,Paris,,,
Sriram Balaji Narayanaswamy,M,Tennis,Doubles,2024,Paris,,,
Manika Batra,F,Table Tennis,Singles ,2024,Paris,,,
Sreeja Akula,F,Table Tennis,Singles ,2024,Paris,,,
Archana Girish Kamath,F,Table Tennis,Singles ,2024,Paris,,,
Ayhika Mukherjee,F,Table Tennis,Singles ,2024,Paris,,,
Sharath Kamal Achanta,M,Table Tennis,Singles ,2024,Paris,,,
Harmeet Desai,M,Table Tennis,Singles,2024,Paris,,,
Manav Vikash Thakkar,M,Table Tennis,Singles ,2024,Paris,,,
Sathiyan Gnanasekaran,M,Table Tennis,Singles ,2024,Paris,,,
Srihari Nataraj,M,Swimming,100m Backstroke,2024,Paris,,,
Sarabjot Singh,M,Shooting,10m Air Pistol,2024,Paris,,,1
Arjun Singh Cheema,M,Shooting,10m Air Pistol,2024,Paris,,,
Arjun Babuta,M,Shooting,10m Air Rifle,2024,Paris,,,
Sandeep Singh,M,Shooting,10m Air Rifle,2024,Paris,,,
Aishwary Pratap Tomar,M,Shooting,50m Rifle 3P,2024,Paris,,,
Swapnil Kusale,M,Shooting,50m Rifle 3P,2024,Paris,,,
Anish,M,Shooting,25m Rapid Fire,2024,Paris,,,
Vijayveer Sidhu,M,Shooting,25m Rapid Fire,2024,Paris,,,
Anantjeet Singh Naruka,M,Shooting,Skeet,2024,Paris,,,
Prithviraj Tondaiman,M,Shooting,Trap,2024,Paris,,,
